celebrity_name,season,week,judge_score_total,judge_score_count,raw_zero_count,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_score_avg
Willow Shields,20,8,0.0,4,4,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,0.0
Charlotte McKinney,20,9,0.0,4,4,Keo Motsepe,Model,Florida,United States,21,Eliminated Week 3,11,0.0
Chris Soules,20,9,0.0,4,4,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,0.0
Michael Sam,20,9,0.0,4,4,Peta Murgatroyd,Athlete,Texas,United States,25,Eliminated Week 4,10,0.0
Nastia Liukin,20,9,40.0,4,0,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,10.0
Noah Galloway,20,9,38.0,4,0,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,9.5
Patti LaBelle,20,9,0.0,4,4,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,0.0
Redfoo,20,9,0.0,4,4,Emma Slater,Singer/Rapper,California,United States,39,Eliminated Week 2,12,0.0
Riker Lynch,20,9,40.0,4,0,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,10.0
Robert Herjavec,20,9,0.0,4,4,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,0.0
Rumer Willis,20,9,39.0,4,0,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,9.75
Suzanne Somers,20,9,0.0,4,4,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,0.0
Willow Shields,20,9,0.0,4,4,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,0.0
Charlotte McKinney,20,10,0.0,4,4,Keo Motsepe,Model,Florida,United States,21,Eliminated Week 3,11,0.0
Chris Soules,20,10,0.0,4,4,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,0.0
Michael Sam,20,10,0.0,4,4,Peta Murgatroyd,Athlete,Texas,United States,25,Eliminated Week 4,10,0.0
Nastia Liukin,20,10,0.0,4,4,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,0.0
Noah Galloway,20,10,36.0,4,0,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,9.0
Patti LaBelle,20,10,0.0,4,4,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,0.0
Redfoo,20,10,0.0,4,4,Emma Slater,Singer/Rapper,California,United States,39,Eliminated Week 2,12,0.0
Riker Lynch,20,10,40.0,4,0,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,10.0
Robert Herjavec,20,10,0.0,4,4,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,0.0
Rumer Willis,20,10,40.0,4,0,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,10.0
Suzanne Somers,20,10,0.0,4,4,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,0.0
Willow Shields,20,10,0.0,4,4,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,0.0
Alek Skarlatos,21,1,22.0,3,0,Lindsay Arnold,Military,California,United States,22,3rd Place,3,7.333333333333333
Alexa PenaVega,21,1,22.0,3,0,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,7.333333333333333
Andy Grammer,21,1,21.0,3,0,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,7.0
Bindi Irwin,21,1,24.0,3,0,Derek Hough,TV Personality,,Australia,17,1st Place,1,8.0
Carlos PenaVega,21,1,23.0,3,0,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,7.666666666666667
Chaka Khan,21,1,13.0,3,0,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,4.333333333333333
Gary Busey,21,1,15.0,3,0,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,5.0
Hayes Grier,21,1,21.0,3,0,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,7.0
Kim Zolciak-Biermann,21,1,12.0,3,0,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,4.0
Nick Carter,21,1,24.0,3,0,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,8.0
Paula Deen,21,1,15.0,3,0,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,5.0
Tamar Braxton,21,1,23.0,3,0,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,7.666666666666667
Victor Espinoza,21,1,15.0,3,0,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,5.0
Alek Skarlatos,21,2,22.5,3,0,Lindsay Arnold,Military,California,United States,22,3rd Place,3,7.5
Alexa PenaVega,21,2,23.0,3,0,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,7.666666666666667
Andy Grammer,21,2,22.0,3,0,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,7.333333333333333
Bindi Irwin,21,2,24.0,3,0,Derek Hough,TV Personality,,Australia,17,1st Place,1,8.0
Carlos PenaVega,21,2,22.5,3,0,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,7.5
Chaka Khan,21,2,15.0,3,0,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,5.0
Gary Busey,21,2,16.5,3,0,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,5.5
Hayes Grier,21,2,22.5,3,0,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,7.5
Kim Zolciak-Biermann,21,2,18.5,3,0,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,6.166666666666667
Nick Carter,21,2,22.5,3,0,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,7.5
Paula Deen,21,2,18.5,3,0,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,6.166666666666667
Tamar Braxton,21,2,24.5,3,0,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,8.166666666666666
Victor Espinoza,21,2,18.5,3,0,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,6.166666666666667
Alek Skarlatos,21,3,33.0,4,0,Lindsay Arnold,Military,California,United States,22,3rd Place,3,8.25
Alexa PenaVega,21,3,36.0,4,0,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,9.0
Andy Grammer,21,3,29.0,4,0,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,7.25
Bindi Irwin,21,3,32.0,4,0,Derek Hough,TV Personality,,Australia,17,1st Place,1,8.0
Carlos PenaVega,21,3,31.0,4,0,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,7.75
Chaka Khan,21,3,0.0,4,4,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,0.0
Gary Busey,21,3,25.0,4,0,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,6.25
Hayes Grier,21,3,30.0,4,0,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,7.5
Kim Zolciak-Biermann,21,3,0.0,4,4,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,0.0
Nick Carter,21,3,36.0,4,0,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,9.0
Paula Deen,21,3,20.0,4,0,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,5.0
Tamar Braxton,21,3,33.0,4,0,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,8.25
Victor Espinoza,21,3,0.0,4,4,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,0.0
Alek Skarlatos,21,4,24.0,3,0,Lindsay Arnold,Military,California,United States,22,3rd Place,3,8.0
Alexa PenaVega,21,4,21.0,3,0,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,7.0
Andy Grammer,21,4,23.0,3,0,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,7.666666666666667
Bindi Irwin,21,4,28.0,3,0,Derek Hough,TV Personality,,Australia,17,1st Place,1,9.333333333333334
Carlos PenaVega,21,4,25.0,3,0,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,8.333333333333334
Chaka Khan,21,4,0.0,3,3,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,0.0
Gary Busey,21,4,16.0,3,0,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,5.333333333333333
Hayes Grier,21,4,27.0,3,0,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,9.0
Kim Zolciak-Biermann,21,4,0.0,3,3,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,0.0
Nick Carter,21,4,27.0,3,0,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,9.0
Paula Deen,21,4,18.0,3,0,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,6.0
Tamar Braxton,21,4,27.0,3,0,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,9.0
Victor Espinoza,21,4,0.0,3,3,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,0.0
Alek Skarlatos,21,5,29.0,4,0,Lindsay Arnold,Military,California,United States,22,3rd Place,3,7.25
Alexa PenaVega,21,5,40.0,4,0,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,10.0
Andy Grammer,21,5,36.0,4,0,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,9.0
Bindi Irwin,21,5,37.0,4,0,Derek Hough,TV Personality,,Australia,17,1st Place,1,9.25
Carlos PenaVega,21,5,39.0,4,0,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,9.75
Chaka Khan,21,5,0.0,4,4,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,0.0
Gary Busey,21,5,0.0,4,4,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,0.0
Hayes Grier,21,5,30.0,4,0,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,7.5
Kim Zolciak-Biermann,21,5,0.0,4,4,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,0.0
Nick Carter,21,5,35.0,4,0,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,8.75
Paula Deen,21,5,26.0,4,0,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,6.5
Tamar Braxton,21,5,29.0,4,0,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,7.25
Victor Espinoza,21,5,0.0,4,4,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,0.0
Alek Skarlatos,21,6,30.0,4,0,Lindsay Arnold,Military,California,United States,22,3rd Place,3,7.5
Alexa PenaVega,21,6,30.0,4,0,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,7.5
Andy Grammer,21,6,40.0,4,0,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,10.0
Bindi Irwin,21,6,40.0,4,0,Derek Hough,TV Personality,,Australia,17,1st Place,1,10.0
Carlos PenaVega,21,6,38.0,4,0,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,9.5
Chaka Khan,21,6,0.0,4,4,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,0.0
Gary Busey,21,6,0.0,4,4,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,0.0
Hayes Grier,21,6,32.0,4,0,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,8.0
Kim Zolciak-Biermann,21,6,0.0,4,4,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,0.0
Nick Carter,21,6,39.0,4,0,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,9.75
Paula Deen,21,6,24.0,4,0,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,6.0
Tamar Braxton,21,6,40.0,4,0,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,10.0
Victor Espinoza,21,6,0.0,4,4,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,0.0
Alek Skarlatos,21,7,26.5,3,0,Lindsay Arnold,Military,California,United States,22,3rd Place,3,8.833333333333334
Alexa PenaVega,21,7,27.5,3,0,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,9.166666666666666
Andy Grammer,21,7,28.0,3,0,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,9.333333333333334
Bindi Irwin,21,7,29.0,3,0,Derek Hough,TV Personality,,Australia,17,1st Place,1,9.666666666666666
Carlos PenaVega,21,7,28.0,3,0,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,9.333333333333334
Chaka Khan,21,7,0.0,3,3,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,0.0
Gary Busey,21,7,0.0,3,3,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,0.0
Hayes Grier,21,7,28.0,3,0,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,9.333333333333334
Kim Zolciak-Biermann,21,7,0.0,3,3,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,0.0
Nick Carter,21,7,27.0,3,0,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,9.0
Paula Deen,21,7,0.0,3,3,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,0.0
Tamar Braxton,21,7,27.0,3,0,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,9.0
Victor Espinoza,21,7,0.0,3,3,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,0.0
Alek Skarlatos,21,8,25.0,3,0,Lindsay Arnold,Military,California,United States,22,3rd Place,3,8.333333333333334
Alexa PenaVega,21,8,26.9998,3,0,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,8.999933333333333
Andy Grammer,21,8,23.9998,3,0,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,7.999933333333334
Bindi Irwin,21,8,28.0,3,0,Derek Hough,TV Personality,,Australia,17,1st Place,1,9.333333333333334
Carlos PenaVega,21,8,28.9998,3,0,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,9.6666
Chaka Khan,21,8,0.0,3,3,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,0.0
Gary Busey,21,8,0.0,3,3,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,0.0
Hayes Grier,21,8,0.0,3,3,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,0.0
Kim Zolciak-Biermann,21,8,0.0,3,3,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,0.0
Nick Carter,21,8,33.0,3,0,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,11.0
Paula Deen,21,8,0.0,3,3,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,0.0
Tamar Braxton,21,8,28.0,3,0,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,9.333333333333334
Victor Espinoza,21,8,0.0,3,3,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,0.0
Alek Skarlatos,21,9,25.5,3,0,Lindsay Arnold,Military,California,United States,22,3rd Place,3,8.5
Alexa PenaVega,21,9,30.0,3,0,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,10.0
Andy Grammer,21,9,0.0,3,3,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,0.0
Bindi Irwin,21,9,30.0,3,0,Derek Hough,TV Personality,,Australia,17,1st Place,1,10.0
Carlos PenaVega,21,9,27.0,3,0,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,9.0
Chaka Khan,21,9,0.0,3,3,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,0.0
Gary Busey,21,9,0.0,3,3,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,0.0
Hayes Grier,21,9,0.0,3,3,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,0.0
Kim Zolciak-Biermann,21,9,0.0,3,3,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,0.0
Nick Carter,21,9,27.5,3,0,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,9.166666666666666
Paula Deen,21,9,0.0,3,3,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,0.0
Tamar Braxton,21,9,24.5,3,0,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,8.166666666666666
Victor Espinoza,21,9,0.0,3,3,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,0.0
Alek Skarlatos,21,10,28.5,3,0,Lindsay Arnold,Military,California,United States,22,3rd Place,3,9.5
Alexa PenaVega,21,10,0.0,3,3,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,0.0
Andy Grammer,21,10,0.0,3,3,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,0.0
Bindi Irwin,21,10,31.5,3,0,Derek Hough,TV Personality,,Australia,17,1st Place,1,10.5
Carlos PenaVega,21,10,31.5,3,0,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,10.5
Chaka Khan,21,10,0.0,3,3,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,0.0
Gary Busey,21,10,0.0,3,3,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,0.0
Hayes Grier,21,10,0.0,3,3,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,0.0
Kim Zolciak-Biermann,21,10,0.0,3,3,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,0.0
Nick Carter,21,10,27.0,3,0,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,9.0
Paula Deen,21,10,0.0,3,3,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,0.0
Tamar Braxton,21,10,0.0,3,3,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,0.0
Victor Espinoza,21,10,0.0,3,3,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,0.0
Alek Skarlatos,21,11,27.999899999999997,3,0,Lindsay Arnold,Military,California,United States,22,3rd Place,3,9.3333
Alexa PenaVega,21,11,0.0,3,3,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,0.0
Andy Grammer,21,11,0.0,3,3,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,0.0
Bindi Irwin,21,11,30.0,3,0,Derek Hough,TV Personality,,Australia,17,1st Place,1,10.0
Carlos PenaVega,21,11,30.0,3,0,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,10.0
Chaka Khan,21,11,0.0,3,3,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,0.0
Gary Busey,21,11,0.0,3,3,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,0.0
Hayes Grier,21,11,0.0,3,3,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,0.0
Kim Zolciak-Biermann,21,11,0.0,3,3,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,0.0
Nick Carter,21,11,30.0,3,0,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,10.0
Paula Deen,21,11,0.0,3,3,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,0.0
Tamar Braxton,21,11,0.0,3,3,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,0.0
Victor Espinoza,21,11,0.0,3,3,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,0.0
Antonio Brown,22,1,21.0,3,0,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,7.0
Doug Flutie,22,1,15.0,3,0,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,5.0
Geraldo Rivera,22,1,13.0,3,0,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,4.333333333333333
Ginger Zee,22,1,23.0,3,0,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,7.666666666666667
Jodie Sweetin,22,1,20.0,3,0,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,6.666666666666667
Kim Fields,22,1,20.0,3,0,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,6.666666666666667
Marla Maples,22,1,21.0,3,0,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,7.0
Mischa Barton,22,1,16.0,3,0,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,5.333333333333333
Nyle DiMarco,22,1,23.0,3,0,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,7.666666666666667
Paige VanZant,22,1,21.0,3,0,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,7.0
Von Miller,22,1,21.0,3,0,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,7.0
Wanya Morris,22,1,23.0,3,0,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,7.666666666666667
Antonio Brown,22,2,19.0,3,0,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,6.333333333333333
Doug Flutie,22,2,20.0,3,0,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,6.666666666666667
Geraldo Rivera,22,2,13.0,3,0,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,4.333333333333333
Ginger Zee,22,2,21.0,3,0,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,7.0
Jodie Sweetin,22,2,21.0,3,0,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,7.0
Kim Fields,22,2,19.0,3,0,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,6.333333333333333
Marla Maples,22,2,20.0,3,0,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,6.666666666666667
Mischa Barton,22,2,15.0,3,0,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,5.0
Nyle DiMarco,22,2,20.0,3,0,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,6.666666666666667
Paige VanZant,22,2,24.0,3,0,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,8.0
Von Miller,22,2,20.0,3,0,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,6.666666666666667
Wanya Morris,22,2,24.0,3,0,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,8.0
Antonio Brown,22,3,20.0,3,0,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,6.666666666666667
Doug Flutie,22,3,20.0,3,0,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,6.666666666666667
Geraldo Rivera,22,3,0.0,3,3,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,0.0
Ginger Zee,22,3,21.0,3,0,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,7.0
Jodie Sweetin,22,3,23.0,3,0,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,7.666666666666667
Kim Fields,22,3,22.0,3,0,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,7.333333333333333
Marla Maples,22,3,21.0,3,0,Tony Dovolani,TV Personality,Georgia,United States,52,Eliminated Week 4,10,7.0
Mischa Barton,22,3,18.0,3,0,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,6.0
Nyle DiMarco,22,3,25.0,3,0,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,8.333333333333334
Paige VanZant,22,3,23.0,3,0,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,7.666666666666667
Von Miller,22,3,20.0,3,0,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,6.666666666666667
Wanya Morris,22,3,24.0,3,0,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,Eliminated Week 9,4,8.0
Antonio Brown,22,4,35.0,4,0,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,8.75
Doug Flutie,22,4,24.0,4,0,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,6.0
